"commodity","state","time","country","total_exports_value"
"990 Other Special Classification Provisions","Maine","2014","World Total","53,375,478"
"990 Other Special Classification Provisions","Maine","2015","World Total","64,566,141"
"990 Other Special Classification Provisions","Maine","2016","World Total","75,270,014"
"990 Other Special Classification Provisions","Maine","2017","World Total","88,509,702"
"990 Other Special Classification Provisions","Maine","2018","World Total","91,133,767"
"990 Other Special Classification Provisions","Maryland","2014","World Total","237,415,286"
"990 Other Special Classification Provisions","Maryland","2015","World Total","184,095,361"
"990 Other Special Classification Provisions","Maryland","2016","World Total","104,914,816"
"990 Other Special Classification Provisions","Maryland","2017","World Total","119,996,210"
"990 Other Special Classification Provisions","Maryland","2018","World Total","156,925,604"
"990 Other Special Classification Provisions","Massachusetts","2014","World Total","118,291,503"
"990 Other Special Classification Provisions","Massachusetts","2015","World Total","106,869,229"
"990 Other Special Classification Provisions","Massachusetts","2016","World Total","155,102,849"
"990 Other Special Classification Provisions","Massachusetts","2017","World Total","157,216,483"
"990 Other Special Classification Provisions","Massachusetts","2018","World Total","202,872,496"
"990 Other Special Classification Provisions","Michigan","2014","World Total","172,706,016"
"990 Other Special Classification Provisions","Michigan","2015","World Total","195,079,712"
"990 Other Special Classification Provisions","Michigan","2016","World Total","165,178,893"
"990 Other Special Classification Provisions","Michigan","2017","World Total","169,047,625"
"990 Other Special Classification Provisions","Michigan","2018","World Total","191,227,986"
"990 Other Special Classification Provisions","Minnesota","2014","World Total","107,236,367"
"990 Other Special Classification Provisions","Minnesota","2015","World Total","120,163,591"
"990 Other Special Classification Provisions","Minnesota","2016","World Total","148,358,236"
"990 Other Special Classification Provisions","Minnesota","2017","World Total","119,356,128"
"990 Other Special Classification Provisions","Minnesota","2018","World Total","89,969,363"
"990 Other Special Classification Provisions","Mississippi","2014","World Total","9,300,541"
"990 Other Special Classification Provisions","Mississippi","2015","World Total","10,931,922"
"990 Other Special Classification Provisions","Mississippi","2016","World Total","10,981,961"
"990 Other Special Classification Provisions","Mississippi","2017","World Total","19,369,964"
"990 Other Special Classification Provisions","Mississippi","2018","World Total","13,818,169"
"990 Other Special Classification Provisions","Missouri","2014","World Total","72,627,659"
"990 Other Special Classification Provisions","Missouri","2015","World Total","78,102,895"
"990 Other Special Classification Provisions","Missouri","2016","World Total","90,684,016"
"990 Other Special Classification Provisions","Missouri","2017","World Total","84,423,604"
"990 Other Special Classification Provisions","Missouri","2018","World Total","90,152,437"
"990 Other Special Classification Provisions","Montana","2014","World Total","5,628,824"
"990 Other Special Classification Provisions","Montana","2015","World Total","3,678,576"
"990 Other Special Classification Provisions","Montana","2016","World Total","3,923,433"
"990 Other Special Classification Provisions","Montana","2017","World Total","5,048,521"
"990 Other Special Classification Provisions","Montana","2018","World Total","3,476,611"
"990 Other Special Classification Provisions","Nebraska","2014","World Total","25,969,263"
"990 Other Special Classification Provisions","Nebraska","2015","World Total","19,190,688"
"990 Other Special Classification Provisions","Nebraska","2016","World Total","14,988,727"
"990 Other Special Classification Provisions","Nebraska","2017","World Total","15,353,073"
"990 Other Special Classification Provisions","Nebraska","2018","World Total","17,570,646"
"990 Other Special Classification Provisions","Nevada","2014","World Total","33,188,832"
"990 Other Special Classification Provisions","Nevada","2015","World Total","25,927,763"
"990 Other Special Classification Provisions","Nevada","2016","World Total","20,473,687"
"990 Other Special Classification Provisions","Nevada","2017","World Total","21,310,901"
"990 Other Special Classification Provisions","Nevada","2018","World Total","23,249,302"
"990 Other Special Classification Provisions","New Hampshire","2014","World Total","22,713,949"
"990 Other Special Classification Provisions","New Hampshire","2015","World Total","13,154,830"
"990 Other Special Classification Provisions","New Hampshire","2016","World Total","21,856,034"
"990 Other Special Classification Provisions","New Hampshire","2017","World Total","34,035,740"
"990 Other Special Classification Provisions","New Hampshire","2018","World Total","29,929,442"
"990 Other Special Classification Provisions","New Jersey","2014","World Total","239,462,645"
"990 Other Special Classification Provisions","New Jersey","2015","World Total","348,715,959"
"990 Other Special Classification Provisions","New Jersey","2016","World Total","328,886,156"
"990 Other Special Classification Provisions","New Jersey","2017","World Total","325,365,492"
"990 Other Special Classification Provisions","New Jersey","2018","World Total","302,769,077"
"990 Other Special Classification Provisions","New Mexico","2014","World Total","1,900,670"
"990 Other Special Classification Provisions","New Mexico","2015","World Total","3,610,647"
"990 Other Special Classification Provisions","New Mexico","2016","World Total","2,645,909"
"990 Other Special Classification Provisions","New Mexico","2017","World Total","3,615,302"
"990 Other Special Classification Provisions","New Mexico","2018","World Total","2,644,511"
"990 Other Special Classification Provisions","New York","2014","World Total","6,708,059,060"
"990 Other Special Classification Provisions","New York","2015","World Total","6,503,980,811"
"990 Other Special Classification Provisions","New York","2016","World Total","6,029,342,309"
"990 Other Special Classification Provisions","New York","2017","World Total","6,418,123,850"
"990 Other Special Classification Provisions","New York","2018","World Total","3,863,631,691"
"990 Other Special Classification Provisions","North Carolina","2014","World Total","261,395,448"
"990 Other Special Classification Provisions","North Carolina","2015","World Total","410,147,803"
"990 Other Special Classification Provisions","North Carolina","2016","World Total","386,493,271"
"990 Other Special Classification Provisions","North Carolina","2017","World Total","271,353,975"
"990 Other Special Classification Provisions","North Carolina","2018","World Total","151,725,707"
"990 Other Special Classification Provisions","North Dakota","2014","World Total","7,637,639"
"990 Other Special Classification Provisions","North Dakota","2015","World Total","2,432,735"
"990 Other Special Classification Provisions","North Dakota","2016","World Total","2,637,867"
"990 Other Special Classification Provisions","North Dakota","2017","World Total","2,873,296"
"990 Other Special Classification Provisions","North Dakota","2018","World Total","3,988,027"
"990 Other Special Classification Provisions","Ohio","2014","World Total","452,838,173"
"990 Other Special Classification Provisions","Ohio","2015","World Total","413,773,626"
"990 Other Special Classification Provisions","Ohio","2016","World Total","671,607,743"
"990 Other Special Classification Provisions","Ohio","2017","World Total","858,436,516"
"990 Other Special Classification Provisions","Ohio","2018","World Total","973,927,241"
"990 Other Special Classification Provisions","Oklahoma","2014","World Total","32,231,841"
"990 Other Special Classification Provisions","Oklahoma","2015","World Total","58,869,729"
"990 Other Special Classification Provisions","Oklahoma","2016","World Total","92,448,487"
"990 Other Special Classification Provisions","Oklahoma","2017","World Total","51,745,760"
"990 Other Special Classification Provisions","Oklahoma","2018","World Total","76,209,155"
"990 Other Special Classification Provisions","Oregon","2014","World Total","25,363,661"
"990 Other Special Classification Provisions","Oregon","2015","World Total","29,667,804"
"990 Other Special Classification Provisions","Oregon","2016","World Total","34,185,803"
"990 Other Special Classification Provisions","Oregon","2017","World Total","55,479,853"
"990 Other Special Classification Provisions","Oregon","2018","World Total","94,610,042"
"990 Other Special Classification Provisions","Pennsylvania","2014","World Total","188,349,098"
"990 Other Special Classification Provisions","Pennsylvania","2015","World Total","154,869,402"
"990 Other Special Classification Provisions","Pennsylvania","2016","World Total","305,887,998"
"990 Other Special Classification Provisions","Pennsylvania","2017","World Total","266,197,416"
"990 Other Special Classification Provisions","Pennsylvania","2018","World Total","200,649,567"
"990 Other Special Classification Provisions","Puerto Rico","2014","World Total","3,860,102"
"990 Other Special Classification Provisions","Puerto Rico","2015","World Total","3,858,240"
"990 Other Special Classification Provisions","Puerto Rico","2016","World Total","86,760,766"
"990 Other Special Classification Provisions","Puerto Rico","2017","World Total","45,149,300"
"990 Other Special Classification Provisions","Puerto Rico","2018","World Total","20,240,982"
"990 Other Special Classification Provisions","Rhode Island","2014","World Total","4,649,284"
"990 Other Special Classification Provisions","Rhode Island","2015","World Total","4,948,230"
"990 Other Special Classification Provisions","Rhode Island","2016","World Total","9,262,259"
"990 Other Special Classification Provisions","Rhode Island","2017","World Total","11,154,043"
"990 Other Special Classification Provisions","Rhode Island","2018","World Total","5,758,426"
"990 Other Special Classification Provisions","South Carolina","2014","World Total","206,883,113"
"990 Other Special Classification Provisions","South Carolina","2015","World Total","167,581,875"
"990 Other Special Classification Provisions","South Carolina","2016","World Total","60,801,375"
"990 Other Special Classification Provisions","South Carolina","2017","World Total","64,224,209"
"990 Other Special Classification Provisions","South Carolina","2018","World Total","44,893,830"
"990 Other Special Classification Provisions","South Dakota","2014","World Total","1,519,736"
"990 Other Special Classification Provisions","South Dakota","2015","World Total","656,797"
